epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
87,0.01284,99.848,1.32617,69.75,90.21,1.31333,0.009291202947691271,17.053,0.925|0.790,0.97|2.63,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,163,49920,1468.39
88,0.01267,99.81,1.33209,69.84,90.08,1.31942,0.009089188751595936,17.278,0.931|0.781,0.88|2.81,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,156,49920,1485.67
89,0.01152,99.86,1.31445,69.88,90.4,1.30293,0.008887548709047765,17.034,0.926|0.795,0.93|2.50,862.7|411.5,3120.0|3120.0,520|260,0|0,0|2,169,49920,1502.71
90,0.01075,99.872,1.30748,69.88,90.13,1.29673,0.008686365652068536,17.171,0.927|0.806,0.95|2.40,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,187,49920,1519.88
91,0.0099,99.864,1.30719,69.8,90.53,1.29729,0.008485722224954237,16.923,0.934|0.806,0.81|2.32,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,185,49920,1536.8
92,0.00903,99.888,1.2924,70.25,90.36,1.28337,0.008285700850325466,16.91,0.929|0.796,0.90|2.40,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,184,49920,1553.71
93,0.00895,99.884,1.27458,70.18,90.55,1.26564,0.008086383695268937,17.386,0.931|0.779,0.88|2.89,862.7|402.1,3120.0|3120.0,520|260,0|0,0|2,165,49920,1571.1
94,0.00877,99.902,1.25459,70.49,90.77,1.24582,0.007887852637583927,16.959,0.941|0.792,0.69|2.61,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,181,49920,1588.06
95,0.00732,99.914,1.25048,70.93,90.74,1.24316,0.007690189232147566,17.203,0.933|0.784,0.81|2.74,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,172,49920,1605.26
96,0.00745,99.934,1.23587,71.12,90.74,1.22842,0.007493474677412793,16.868,0.929|0.804,0.90|2.37,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,177,49920,1622.13
97,0.00642,99.944,1.23812,70.91,90.75,1.23169,0.007297789782052716,17.042,0.932|0.791,0.86|2.62,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,175,49920,1639.17
98,0.007,99.92,1.2412,70.37,90.62,1.23419,0.007103214931765079,16.822,0.931|0.803,0.84|2.38,862.7|411.5,3120.0|3120.0,520|260,0|0,0|2,175,49920,1655.99
99,0.00686,99.928,1.23084,70.73,90.88,1.22398,0.006909830056250526,16.97,0.933|0.790,0.84|2.59,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,178,49920,1672.96
100,0.00642,99.94,1.22,71.31,90.81,1.21358,0.0067177145963781375,17.363,0.928|0.780,0.93|2.87,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,168,49920,1690.32
101,0.00613,99.948,1.22485,70.86,90.76,1.21872,0.0065269474715517984,16.958,0.936|0.801,0.78|2.44,862.7|402.5,3120.0|3120.0,520|260,0|0,0|2,175,49920,1707.28
102,0.00585,99.948,1.21765,70.92,90.9,1.2118,0.006337607047290773,17.28,0.925|0.784,0.98|2.75,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,159,49920,1724.56
103,0.00605,99.942,1.21124,71.29,91.15,1.20519,0.00614977110303782,17.138,0.927|0.782,0.95|2.76,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,175,49920,1741.7
104,0.00551,99.95,1.20685,71.45,90.97,1.20134,0.005963516800208056,16.853,0.942|0.796,0.68|2.55,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,174,49920,1758.55
105,0.00595,99.936,1.20293,71.28,91.01,1.19698,0.005778920650491681,17.087,0.937|0.799,0.78|2.51,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,176,49920,1775.64
106,0.00546,99.96,1.19913,71.27,91.18,1.19367,0.005596058484423656,16.867,0.939|0.797,0.73|2.47,862.7|402.0,3120.0|3120.0,520|260,0|0,0|2,174,49920,1792.51
