epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
38,0.2475,92.72,1.60633,62.16,86.7,1.35883,0.01796938210212915,16.277,0.907|0.753,1.32|3.35,1704.1|549.0,3120.0|3120.0,260|130,0|0,0|2,93,49920,620.96
39,0.21589,93.728,1.60935,62.32,87.25,1.39346,0.017845320505834174,16.411,0.921|0.759,1.10|3.33,1704.8|547.8,3120.0|3120.0,260|130,0|0,0|2,95,49920,637.37
40,0.18351,94.651,1.53942,63.25,88.27,1.35591,0.01771803611831762,16.425,0.910|0.726,1.28|3.89,1704.1|547.8,3120.0|3120.0,260|130,0|0,0|2,87,49920,653.8
41,0.17138,95.09,1.60108,62.78,87.31,1.42969,0.01758758122692791,16.088,0.921|0.771,1.07|3.10,1704.8|526.1,3120.0|3120.0,260|130,0|0,0|2,97,49920,669.88
42,0.16155,95.433,1.64684,61.98,86.96,1.48529,0.0174540094214296,16.622,0.921|0.750,1.12|3.53,1704.1|525.3,3120.0|3120.0,260|130,0|0,0|2,92,49920,686.51
43,0.14505,95.883,1.60479,63.73,87.44,1.45974,0.017317375571989157,16.159,0.916|0.753,1.16|3.45,1704.7|548.2,3120.0|3120.0,260|130,0|0,0|2,92,49920,702.67
44,0.12595,96.607,1.63016,62.82,86.82,1.50422,0.01717773580663479,16.487,0.926|0.761,1.06|3.28,1705.1|548.2,3120.0|3120.0,260|130,0|0,0|2,96,49920,719.15
45,0.1133,96.937,1.56228,64.54,87.57,1.44897,0.01703514748819948,16.318,0.924|0.764,0.98|3.27,1704.1|549.2,3120.0|3120.0,260|130,0|0,0|2,96,49920,735.47
46,0.10392,97.39,1.55637,64.27,87.5,1.45245,0.016889669190756868,16.085,0.918|0.756,1.14|3.29,1705.1|545.8,3120.0|3120.0,260|130,0|0,0|2,95,49920,751.56
47,0.09401,97.584,1.56295,64.98,87.95,1.46894,0.016741360675559473,16.587,0.905|0.732,1.35|3.81,1704.1|547.8,3120.0|3120.0,260|130,0|0,0|2,89,49920,768.14
48,0.08208,97.997,1.55446,64.8,87.88,1.47238,0.01659028286648932,15.965,0.918|0.766,1.11|3.13,1704.1|546.8,3120.0|3120.0,260|130,0|0,0|2,95,49920,784.11
49,0.07199,98.305,1.5773,64.95,88.06,1.50531,0.016436497825030885,16.282,0.941|0.670,0.77|4.79,1705.1|525.3,3120.0|3120.0,260|130,0|0,0|2,73,49920,800.39
50,0.06551,98.512,1.53134,65.74,88.18,1.46584,0.016280068724776796,16.214,0.916|0.775,1.15|3.03,1704.1|526.1,3120.0|3120.0,260|130,0|0,0|2,98,49920,816.6
